# Constructed from biom file
#OTU ID	SRR17868041	SRR17868042	SRR17868043	SRR17868044	SRR17868045	SRR17868046	SRR17868047	SRR17868048	SRR17868049	SRR17868050	SRR17868051	SRR17868052	SRR17868053	SRR17868054	SRR17868055	SRR17868056	SRR17868057	SRR17868058	SRR17868059	SRR17868060	SRR17868061	SRR17868062	SRR17868063	SRR17868064	SRR17868065	SRR17868066	SRR17868067	SRR17868068	SRR17868069	SRR17868070	SRR17868071	SRR17868072	SRR17868073	SRR17868074	SRR17868075	SRR17868076	SRR17868077	SRR17868078	SRR17868079	SRR17868080	SRR17868081	SRR17868082	SRR17868083	SRR17868084	SRR17868085	SRR17868086	SRR17868087	SRR17868088	SRR17868089	SRR17868090	SRR17868091	SRR17868092	SRR17868093	SRR17868094
16684adccf4a4d35facc56a79870aaa9	0.0	0.0	565.0	0.0	1449.0	0.0	0.0	2643.0	0.0	2556.0	1084.0	0.0	1046.0	0.0	0.0	0.0	390.0	10.0	82.0	0.0	0.0	0.0	0.0	1415.0	8031.0	0.0	0.0	1271.0	0.0	0.0	1257.0	0.0	23.0	83.0	0.0	17.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	115.0	6.0	0.0	1111.0
4abaa483334092f021534a979086baeb	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	6802.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15677.0	91.0	122.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	57.0	0.0	67.0	0.0	0.0	0.0	140.0	0.0	37.0	0.0	0.0	0.0
5bd72dc839fc73528c45596ca62b77f8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21632.0	0.0	0.0
bd6383169ddd32592a82ccdb7511c186	0.0	0.0	2643.0	969.0	0.0	0.0	32.0	102.0	0.0	232.0	0.0	0.0	390.0	825.0	38.0	0.0	328.0	0.0	21.0	402.0	0.0	4323.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	7.0	0.0	0.0	226.0	76.0	1838.0	1322.0	0.0	0.0	0.0	0.0	2606.0	0.0	0.0	1089.0	0.0	0.0	0.0	0.0	0.0	3742.0	0.0	92.0
ba4ab8dea6b4223dbc9ed5bbf3ea60ea	143.0	0.0	0.0	219.0	449.0	2979.0	965.0	763.0	0.0	75.0	0.0	0.0	259.0	0.0	0.0	0.0	0.0	252.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	539.0	0.0	184.0	918.0	0.0	97.0	9751.0	0.0	40.0	165.0	0.0	130.0	104.0	232.0	96.0	87.0	0.0	0.0	44.0	506.0	995.0	131.0	0.0	132.0	264.0	0.0	0.0	297.0	408.0
78c5607a490288b6e534cde0066c2961	0.0	0.0	0.0	4017.0	0.0	0.0	2044.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2854.0	0.0	0.0	0.0	0.0	0.0	0.0	10864.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	0.0	0.0	920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101637aba474a6614786486ad42acb11	279.0	32.0	202.0	213.0	479.0	0.0	274.0	1333.0	58.0	322.0	0.0	505.0	11.0	88.0	1731.0	10.0	268.0	78.0	0.0	67.0	346.0	0.0	51.0	6728.0	163.0	927.0	32.0	18.0	11.0	30.0	112.0	239.0	8.0	12.0	114.0	562.0	14.0	374.0	71.0	25.0	47.0	18.0	43.0	140.0	40.0	14.0	1093.0	15.0	1873.0	252.0	139.0	26.0	201.0	69.0
3d49d6d68e6ee5fce8dd0a8d4fc77987	0.0	0.0	649.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7398.0	0.0	0.0	876.0	0.0	0.0	0.0	0.0	0.0	6430.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	559.0	0.0	0.0	277.0	0.0	0.0	0.0	96.0	0.0	2289.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
09f037d394744813290731f24cf180c4	2595.0	17.0	0.0	0.0	0.0	3827.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	984.0	1448.0	0.0	2605.0	0.0	0.0	3078.0	0.0	63.0	0.0	114.0	2046.0	0.0	0.0	0.0	0.0	20.0	0.0	1565.0	0.0	0.0
427f5142ae52662b7db0bdd5689461f0	166.0	214.0	0.0	0.0	433.0	310.0	282.0	213.0	0.0	659.0	10.0	933.0	0.0	820.0	0.0	0.0	239.0	28.0	26.0	0.0	647.0	804.0	5.0	6589.0	40.0	141.0	187.0	207.0	0.0	0.0	1492.0	121.0	0.0	57.0	2325.0	0.0	176.0	54.0	0.0	135.0	476.0	28.0	55.0	46.0	0.0	67.0	0.0	30.0	123.0	24.0	11.0	12.0	0.0	141.0
6767e16043b41af5487d33c686beda34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1510.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	4813.0	0.0	0.0	0.0	0.0	0.0	1772.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3474.0	0.0	121.0	0.0	231.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	4852.0	36.0	706.0	0.0	0.0	0.0	571.0	28.0
e0d1e3fa2e10e95e235a220259e73b2c	14.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	1145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	2841.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10612.0	0.0	151.0	65.0	0.0	0.0	0.0	0.0	3.0	0.0	2995.0	14.0
7a1a7d3362a2f4e3bb2b0f088b9a6b84	0.0	402.0	1490.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2486.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	218.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	679.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11885.0	0.0	0.0	0.0	7.0	0.0	0.0	52.0
b8349e5459469537ac814c90cb3b99fa	0.0	0.0	0.0	0.0	4.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	16421.0	0.0	73.0	79.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0
224d266b147588a000917723c0268775	37.0	25.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	16.0	0.0	14.0	276.0	5.0	22.0	0.0	67.0	12.0	8.0	0.0	9.0	14372.0	13.0	14.0	0.0	21.0	11.0	6.0	27.0	0.0	123.0	366.0	369.0	11.0	54.0	23.0	9.0	103.0	20.0	0.0	0.0	2.0	122.0	99.0	165.0	0.0	6.0	0.0	125.0	0.0	35.0	0.0	0.0	11.0
cfa6e473a0198e54729b5c596288d972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3067.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892a20bbdc3ce599dc0c5d9f0866c352	69.0	0.0	302.0	0.0	191.0	6430.0	679.0	155.0	0.0	144.0	63.0	108.0	14.0	1029.0	0.0	0.0	11.0	951.0	29.0	79.0	32.0	535.0	172.0	13.0	136.0	46.0	200.0	8.0	0.0	0.0	504.0	29.0	0.0	4.0	629.0	0.0	345.0	21.0	1862.0	25.0	85.0	199.0	72.0	31.0	46.0	179.0	0.0	101.0	25.0	7.0	114.0	0.0	132.0	117.0
06ac319503697277407bb65368fe9efa	0.0	0.0	59.0	0.0	0.0	0.0	0.0	488.0	0.0	888.0	0.0	0.0	0.0	969.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	830.0	0.0	0.0	222.0	493.0	0.0	2088.0	0.0	439.0	0.0	1775.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7109.0	0.0	0.0	0.0
4df8473b0be4ef1e59f0b0709c586919	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	4521.0	0.0	0.0	10487.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	8.0	0.0	17.0	0.0	0.0	0.0	0.0	5.0	14.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cd22ab335a01063866c3c38e283745e6	0.0	141.0	0.0	444.0	352.0	0.0	260.0	455.0	358.0	416.0	171.0	615.0	488.0	1223.0	660.0	531.0	559.0	511.0	284.0	136.0	0.0	0.0	524.0	0.0	0.0	0.0	440.0	1268.0	1271.0	344.0	0.0	143.0	0.0	173.0	0.0	259.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	1409.0	0.0	171.0	0.0	0.0	0.0	405.0	0.0	0.0	251.0	0.0
55ae36374045b6a58fdc9c11936be5cc	0.0	0.0	0.0	0.0	0.0	1297.0	0.0	0.0	456.0	73.0	446.0	6694.0	0.0	0.0	10.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.0	0.0	0.0	0.0	0.0	0.0	51.0	62.0	27.0	41.0	0.0	0.0	0.0	3019.0	21.0	7.0	0.0	0.0	0.0	0.0	120.0	0.0	13.0	89.0	278.0	305.0	0.0	0.0	151.0	812.0
5311695b1caad97461726c83ba792bc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1467.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	583.0	0.0	0.0	0.0	1039.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	10021.0	42.0	953.0	0.0	0.0	0.0	0.0	0.0
675ff6627272028b678fc6742e0dafcb	601.0	764.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	2664.0	0.0	0.0	352.0	0.0	0.0	0.0	9.0	10.0	10.0	256.0	1847.0	0.0	17.0	1379.0	0.0	5061.0	0.0	0.0	0.0	0.0	0.0	77.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	396.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0
896d40b40b03d3405808f24a938f95a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11732.0	86.0	0.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1034.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1e870c64af7608a2cb5ffd2d5c5b01f3	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	187.0	0.0	0.0	4048.0	0.0	0.0	401.0	4825.0	0.0	363.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2063.0	0.0	0.0	0.0	0.0	202.0	175.0	26.0	0.0	19.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
45fff745c464de8005bce59dbd878937	0.0	0.0	11675.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c29919216bd6a6713038fd18691cc505	30.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1202.0	27.0	0.0	0.0	654.0	70.0	0.0	0.0	898.0	0.0	0.0	0.0	0.0	1001.0	0.0	3032.0	0.0	0.0	1316.0	142.0	68.0	1469.0	357.0	0.0	0.0	0.0	65.0	0.0	34.0	0.0	0.0	396.0	100.0	96.0	0.0	0.0	0.0	32.0	0.0	419.0	0.0	0.0	0.0
1ef24a460c9407f352a964d2a211914e	0.0	0.0	80.0	0.0	0.0	0.0	4455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0	0.0	0.0	977.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4095.0	0.0
ff7742e8ae81884ad8b0c734a69837f3	29.0	0.0	0.0	158.0	0.0	129.0	0.0	0.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4969.0	0.0	0.0	904.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	32.0	1.0	597.0	1370.0	6.0	25.0	0.0	72.0	0.0	1.0	16.0	0.0	574.0	0.0	1.0	0.0	0.0	14.0	250.0	0.0
